id,name,position,recorded_games,min,fgm,fga,fg3m,fg3a,ftm,fta,oreb,dreb,ast,blk,stl,to,pf,pts,plus_minus,off_rating,def_rating,ast_pct,ast_tov,ast_ratio,oreb_pct,dreb_pct,treb_pct,tm_tov_pct,efg_pct,ts_pct,usg_pct,pace,pie,shot_distance,shot_made_flag,loc_x,loc_y,event_type-Missed Shot,event_type-Made Shot,action_type-Fadeaway Bank shot,action_type-Running Layup Shot,action_type-Jump Bank Hook Shot,action_type-Driving Floating Jump Shot,action_type-Step Back Jump shot,action_type-Slam Dunk Shot,action_type-Tip Layup Shot,action_type-Driving Dunk Shot,action_type-Hook Shot,action_type-Running Alley Oop Layup Shot,action_type-Running Tip Shot,action_type-Running Pull-Up Jump Shot,action_type-Fadeaway Jump Shot,action_type-Putback Dunk Shot,action_type-Tip Dunk Shot,action_type-Running Reverse Layup Shot,action_type-Running Finger Roll Layup Shot,action_type-Putback Layup Shot,action_type-Step Back Bank Jump Shot,action_type-No Shot,action_type-Turnaround Jump Shot,action_type-Floating Jump shot,action_type-Jump Shot,action_type-Layup Shot,action_type-Reverse Layup Shot,action_type-Turnaround Fadeaway shot,action_type-Hook Bank Shot,action_type-Driving Jump shot,action_type-Cutting Dunk Shot,action_type-Driving Hook Shot,action_type-Running Alley Oop Dunk Shot,action_type-Alley Oop Layup shot,action_type-Turnaround Bank Hook Shot,action_type-Jump Bank Shot,action_type-Reverse Dunk Shot,action_type-Driving Floating Bank Jump Shot,action_type-Turnaround Fadeaway Bank Jump Shot,action_type-Running Dunk Shot,action_type-Tip Shot,action_type-Running Jump Shot,action_type-Running Hook Shot,action_type-Putback Slam Dunk Shot,action_type-Driving Bank Hook Shot,action_type-Turnaround Hook Shot,action_type-Cutting Finger Roll Layup Shot,action_type-Running Bank shot,action_type-Pullup Jump shot,action_type-Alley Oop Dunk Shot,action_type-Reverse Slam Dunk Shot,action_type-Running Slam Dunk Shot,action_type-Driving Bank shot,action_type-Driving Slam Dunk Shot,action_type-Running Reverse Dunk Shot,action_type-Pullup Bank shot,action_type-Jump Hook Shot,action_type-Driving Reverse Dunk Shot,action_type-Driving Finger Roll Layup Shot,action_type-Dunk Shot,action_type-Turnaround Bank shot,action_type-Driving Layup Shot,action_type-Cutting Layup Shot,action_type-Driving Reverse Layup Shot,action_type-Running Bank Hook Shot,action_type-Finger Roll Layup Shot,shot_zone_basic-Left Corner 3,shot_zone_basic-Right Corner 3,shot_zone_basic-Mid-Range,shot_zone_basic-In The Paint (Non-RA),shot_zone_basic-Restricted Area,shot_zone_basic-Backcourt,shot_zone_basic-Above the Break 3,shot_zone_range-16-24 ft.,shot_zone_range-Back Court Shot,shot_zone_range-24+ ft.,shot_zone_range-Less Than 8 ft.,shot_zone_range-8-16 ft.,shot_type-3PT Field Goal,shot_type-2PT Field Goal,shot_zone_area-Right Side(R),shot_zone_area-Center(C),shot_zone_area-Left Side(L),shot_zone_area-Left Side Center(LC),shot_zone_area-Back Court(BC),shot_zone_area-Right Side Center(RC)
201586,Serge Ibaka,Forward,86,27.379069767441848,4.023255813953488,7.546511627906977,0.023255813953488372,0.08139534883720931,1.2093023255813953,1.7906976744186047,2.7906976744186047,4.337209302325581,0.46511627906976744,3.4767441860465116,0.5116279069767442,1.0348837209302326,2.744186046511628,9.279069767441861,2.86046511627907,105.46363636363638,98.61060606060612,0.026409090909090906,0.31545454545454543,4.139393939393939,0.12743939393939396,0.17498484848484847,0.0,12.534848484848483,0.5263484848484851,0.5486363636363636,0.15584848484848485,96.3637878787879,0.1105757575757576,0,0,0,0,0.4771513353115727,0.5228486646884273,0.0,0.002373887240356083,0.006528189910979229,0.037388724035608306,0.04332344213649852,0.0,0.002967359050445104,0.0,0.01543026706231454,0.0,0.010089020771513354,0.0,0.0,0.002373887240356083,0.0,0.0,0.0,0.002967359050445104,0.005341246290801187,0.00771513353115727,0.0017804154302670622,0.6694362017804154,0.00830860534124629,0.0,0.0,0.019584569732937686,0.014243323442136498,0.0017804154302670622,0.0005934718100890207,0.06824925816023739,0.0,0.0,0.0035608308605341245,0.002373887240356083,0.0,0.0035608308605341245,0.0011869436201780415,0.004154302670623145,0.0017804154302670622,0.0011869436201780415,0.004747774480712166,0.0,0.0,0.0,0.0,0.0011869436201780415,0.013056379821958458,0.0,0.0,0.0,0.0011869436201780415,0.0,0.0005934718100890207,0.0,0.0,0.01543026706231454,0.0,0.005341246290801187,0.004154302670623145,0.0,0.0017804154302670622,0.007121661721068249,0.0,0.007121661721068249,0.042729970326409496,0.15489614243323443,0.04154302670623145,0.0,0.40059347181008903,0.142433234421365,0.2178041543026706,0.0,0.3032640949554896,0.23916913946587537,0.14540059347181009,0.3121661721068249,0.23857566765578636,0.7614243323442137,0.5198813056379822,0.0,0.11216617210682493,0.12106824925816023,0.11928783382789318,0.12759643916913946
201587,Nicolas Batum,Guard,59,30.241525423728806,4.898305084745763,10.864406779661017,1.8135593220338984,4.6440677966101696,2.2542372881355934,2.694915254237288,1.3728813559322033,3.1864406779661016,1.423728813559322,1.0169491525423728,0.9661016949152542,1.5254237288135593,1.7796610169491525,13.864406779661017,-1.0169491525423728,103.74406779661018,106.26949152542376,0.0822542372881356,0.7781355932203389,9.616949152542375,0.04976271186440676,0.1235084745762712,0.0,10.510169491525426,0.506728813559322,0.5500677966101694,0.20194915254237292,94.29440677966102,0.1049661016949153,0,0,0,0,0.41365461847389556,0.5863453815261044,0.0,0.002677376171352075,0.0,0.0006693440428380187,0.010040160642570281,0.0,0.002008032128514056,0.0006693440428380187,0.04618473895582329,0.0,0.03480589022757698,0.0013386880856760374,0.0,0.02208835341365462,0.0013386880856760374,0.0,0.0,0.01606425702811245,0.00535475234270415,0.004685408299866131,0.0013386880856760374,0.6733601070950469,0.004685408299866131,0.0006693440428380187,0.0013386880856760374,0.0006693440428380187,0.0033467202141900937,0.024765729585006693,0.0006693440428380187,0.04752342704149933,0.0,0.0,0.002677376171352075,0.0,0.0,0.002008032128514056,0.0107095046854083,0.0,0.0013386880856760374,0.0,0.009370816599732263,0.0,0.0006693440428380187,0.0,0.002008032128514056,0.0,0.008032128514056224,0.0,0.0,0.002677376171352075,0.01606425702811245,0.0,0.0006693440428380187,0.0,0.0,0.012717536813922356,0.0006693440428380187,0.006693440428380187,0.004685408299866131,0.0,0.0006693440428380187,0.0013386880856760374,0.0,0.0107095046854083,0.04216867469879518,0.4049531459170013,0.03279785809906292,0.0006693440428380187,0.2891566265060241,0.058902275769745646,0.1713520749665328,0.0006693440428380187,0.19678714859437751,0.4799196787148594,0.11713520749665328,0.20548862115127176,0.48058902275769744,0.5194109772423026,0.3360107095046854,0.0006693440428380187,0.21485943775100402,0.20080321285140562,0.14190093708165996,0.10575635876840696
201588,George Hill,Guard,61,26.5,3.5245901639344264,7.950819672131147,1.1311475409836065,3.0655737704918034,2.1311475409836067,2.6721311475409837,0.6557377049180327,2.2295081967213113,2.901639344262295,0.32786885245901637,0.9016393442622951,1.2131147540983607,1.9508196721311475,10.311475409836065,2.540983606557377,103.53800000000001,101.436,0.1874199999999999,1.9866,22.29,0.0259,0.10251999999999999,0.0,8.984000000000002,0.4776399999999999,0.51494,0.17096,91.92819999999998,0.09837999999999997,0,0,0,0,0.45349730976172176,0.5465026902382782,0.0,0.0,0.0,0.0015372790161414297,0.004611837048424289,0.006917755572636433,0.0023059185242121443,0.0,0.07993850883935434,0.006149116064565719,0.045349730976172176,0.0007686395080707148,0.0,0.005380476556495004,0.0030745580322828594,0.0,0.0,0.0007686395080707148,0.012298232129131437,0.004611837048424289,0.005380476556495004,0.5603382013835511,0.005380476556495004,0.0,0.0023059185242121443,0.0015372790161414297,0.0361260568793236,0.018447348193697154,0.0015372790161414297,0.07532667179093006,0.0,0.0007686395080707148,0.0007686395080707148,0.0007686395080707148,0.0,0.011529592621060722,0.01614142966948501,0.0015372790161414297,0.0023059185242121443,0.0,0.006149116064565719,0.0,0.006149116064565719,0.0,0.009992313604919293,0.0007686395080707148,0.0,0.0,0.0,0.0,0.0207532667179093,0.0015372790161414297,0.0,0.0,0.0,0.009223674096848577,0.0007686395080707148,0.0023059185242121443,0.003843197540353574,0.0,0.0,0.0007686395080707148,0.0,0.02382782475019216,0.08378170637970792,0.26364335126825517,0.04842428900845504,0.0015372790161414297,0.23520368946963874,0.12759415833973867,0.23981552651806304,0.0015372790161414297,0.30438124519600307,0.39584934665641813,0.14681014604150652,0.15142198308993082,0.39738662567255956,0.6026133743274404,0.46887009992313605,0.0015372790161414297,0.13143735588009223,0.12759415833973867,0.1083781706379708,0.16218293620292082
201590,Donte Greene,Forward,53,14.444339622641513,2.0377358490566038,5.018867924528302,0.4716981132075472,1.9811320754716981,0.8301886792452831,1.0377358490566038,0.3584905660377358,2.150943396226415,0.6415094339622641,0.5471698113207547,0.33962264150943394,0.6037735849056604,1.2641509433962264,5.377358490566038,-2.2830188679245285,95.9245283018868,95.6245283018868,0.05952830188679245,0.22641509433962265,7.6886792452830175,0.022396226415094336,0.15932075471698115,0.0,9.29056603773585,0.40749056603773587,0.43958490566037733,0.2062075471698114,101.03396226415096,0.09339622641509436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201591,DJ White,Forward,58,18.808333333333326,3.0,6.086206896551724,0.017241379310344827,0.017241379310344827,0.7413793103448276,1.0517241379310345,0.8620689655172413,2.7413793103448274,0.8103448275862069,0.39655172413793105,0.29310344827586204,0.7413793103448276,1.6206896551724137,6.758620689655173,-5.724137931034483,91.57068965517247,109.14999999999999,0.07832758620689657,0.3275862068965517,9.282758620689656,0.054310344827586204,0.19182758620689655,0.0,8.775862068965518,0.4452758620689656,0.48146551724137926,0.18289655172413793,92.53448275862068,0.08103448275862071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201593,Nikola Pekovic,Center,47,26.887588652482272,5.446808510638298,9.659574468085106,0.0,0.0,2.9574468085106385,3.978723404255319,3.851063829787234,3.5106382978723403,0.6595744680851063,0.6595744680851063,0.6170212765957447,1.851063829787234,2.0851063829787235,13.851063829787234,-0.9787234042553191,101.69787234042552,101.77659574468088,0.04425531914893617,0.2923404255319149,4.280851063829786,0.1692127659574468,0.13123404255319146,0.0,14.161702127659575,0.5549999999999999,0.5964042553191489,0.2168085106382979,94.62085106382979,0.1210851063829787,0,0,0,0,0.4177545691906005,0.5822454308093995,0.0,0.0,0.0,0.09660574412532637,0.0,0.0,0.0026109660574412533,0.0,0.0,0.0,0.007832898172323759,0.005221932114882507,0.0,0.0026109660574412533,0.0,0.0,0.0,0.013054830287206266,0.0026109660574412533,0.005221932114882507,0.0,0.21671018276762402,0.013054830287206266,0.0,0.0,0.04177545691906005,0.0,0.0,0.0,0.3681462140992167,0.0,0.007832898172323759,0.0,0.033942558746736295,0.0,0.005221932114882507,0.0,0.0,0.0,0.005221932114882507,0.015665796344647518,0.0,0.0,0.0,0.0,0.0026109660574412533,0.044386422976501305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07571801566579635,0.0,0.0026109660574412533,0.0,0.0,0.02349869451697128,0.0,0.0,0.007832898172323759,0.0,0.0,0.0,0.0,0.10966057441253264,0.3681462140992167,0.5221932114882507,0.0,0.8590078328981723,0.0,0.13838120104438642,0.0026109660574412533,0.0,1.0,0.8746736292428199,0.0,0.0,0.0026109660574412533,0.06005221932114883,0.06266318537859007
201596,Mario Chalmers,Guard,87,30.254597701149436,3.5977011494252875,8.068965517241379,1.528735632183908,4.011494252873563,1.367816091954023,1.8045977011494252,0.3218390804597701,2.5977011494252875,3.574712643678161,0.19540229885057472,1.4367816091954022,2.103448275862069,2.689655172413793,10.091954022988507,5.609195402298851,106.4015625,96.046875,0.18950000000000006,1.796875,25.19218750000001,0.008812500000000001,0.09848437500000005,0.0,16.0046875,0.5598749999999998,0.581265625,0.17124999999999996,94.44109375000001,0.07907812500000001,0,0,0,0,0.40431266846361186,0.5956873315363881,0.0,0.0,0.0,0.0008984725965858042,0.0017969451931716084,0.0035938903863432167,0.005390835579514825,0.0,0.027852650494159928,0.0008984725965858042,0.1554357592093441,0.0,0.0008984725965858042,0.0071877807726864335,0.0,0.0,0.0,0.0,0.005390835579514825,0.005390835579514825,0.008984725965858042,0.49865229110512127,0.0,0.0026954177897574125,0.0008984725965858042,0.0,0.04582210242587601,0.017070979335130278,0.0,0.0880503144654088,0.0,0.0,0.0,0.0,0.0,0.006289308176100629,0.017969451931716084,0.0,0.0,0.0,0.011680143755615454,0.0,0.014375561545372867,0.0,0.011680143755615454,0.013477088948787063,0.0008984725965858042,0.0,0.0,0.0008984725965858042,0.014375561545372867,0.0,0.0,0.0,0.0,0.0035938903863432167,0.0026954177897574125,0.0008984725965858042,0.0008984725965858042,0.0,0.0,0.0,0.0,0.02336028751123091,0.0646900269541779,0.23090745732255166,0.055705300988319856,0.009883198562443846,0.14375561545372867,0.1545372866127583,0.34052111410601976,0.011680143755615454,0.44564240790655885,0.3495058400718778,0.10512129380053908,0.0880503144654088,0.3611859838274933,0.6388140161725068,0.5345911949685535,0.011680143755615454,0.10242587601078167,0.11949685534591195,0.11230907457322552,0.11949685534591195
201599,DeAndre Jordan,Center,77,26.525757575757574,2.948051948051948,4.753246753246753,0.0,0.012987012987012988,1.0649350649350648,2.142857142857143,2.857142857142857,4.987012987012987,0.2727272727272727,1.974025974025974,0.4805194805194805,1.051948051948052,2.7142857142857144,6.961038961038961,0.974025974025974,106.43484848484853,101.97272727272728,0.013893939393939394,0.1690909090909091,3.7772727272727273,0.1293030303030303,0.22419696969696973,0.0,16.560606060606062,0.619909090909091,0.6239545454545455,0.12004545454545454,91.36151515151516,0.0901060606060606,0,0,0,0,0.7035271687321258,0.29647283126787416,0.0076263107721639654,0.03622497616777884,0.002859866539561487,0.03908484270734033,0.10104861773117255,0.0,0.004766444232602479,0.0,0.0009532888465204957,0.0,0.00667302192564347,0.0019065776930409914,0.0,0.0009532888465204957,0.0,0.002859866539561487,0.0,0.0,0.010486177311725452,0.06387035271687322,0.0,0.044804575786463297,0.02001906577693041,0.0,0.0,0.009532888465204958,0.0,0.0,0.0038131553860819827,0.1572926596758818,0.0,0.002859866539561487,0.03622497616777884,0.002859866539561487,0.0019065776930409914,0.009532888465204958,0.005719733079122974,0.042897998093422304,0.027645376549094377,0.0019065776930409914,0.0038131553860819827,0.0,0.0,0.0,0.0,0.0,0.05624404194470925,0.009532888465204958,0.0019065776930409914,0.0009532888465204957,0.0019065776930409914,0.0,0.004766444232602479,0.0,0.0,0.0009532888465204957,0.0,0.011439466158245948,0.0019065776930409914,0.00667302192564347,0.0,0.25357483317445184,0.0,0.0,0.0,0.004766444232602479,0.0,0.0,0.0038131553860819827,0.0667302192564347,0.9246901811248809,0.0,0.988560533841754,0.004766444232602479,0.00667302192564347,0.0,0.004766444232602479,0.9952335557673975,0.9933269780743565,0.0,0.0,0.002859866539561487,0.002859866539561487,0.0009532888465204957
201600,Omer Asik,Center,72,15.009953703703701,1.1944444444444444,2.361111111111111,0.0,0.0,0.7361111111111112,1.6666666666666667,1.875,3.375,0.5555555555555556,1.0833333333333333,0.4305555555555556,1.0555555555555556,1.875,3.125,1.6805555555555556,95.76818181818182,93.23939393939395,0.05348484848484849,0.2196969696969697,8.622727272727271,0.1418636363636364,0.25530303030303025,0.0,23.954545454545453,0.4262424242424242,0.46512121212121216,0.12584848484848488,89.85242424242423,0.08872727272727274,0,0,0,0,0.5236541598694943,0.4763458401305057,0.0,0.009787928221859706,0.0,0.022838499184339316,0.15497553017944535,0.0,0.0,0.0,0.0,0.0,0.013050570962479609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024469820554649267,0.03915171288743882,0.0,0.06525285481239804,0.04241435562805873,0.0,0.0,0.0,0.0,0.0,0.0,0.42088091353996737,0.0,0.0,0.004893964110929853,0.0032626427406199023,0.0,0.053833605220228384,0.0,0.03262642740619902,0.01468189233278956,0.0032626427406199023,0.0032626427406199023,0.0,0.0016313213703099511,0.0,0.0,0.0016313213703099511,0.06688417618270799,0.0032626427406199023,0.0,0.0,0.0016313213703099511,0.0,0.0,0.0016313213703099511,0.0032626427406199023,0.0,0.0,0.004893964110929853,0.0016313213703099511,0.0016313213703099511,0.0,0.0016313213703099511,0.0,0.0016313213703099511,0.0,0.0,0.0,0.0,0.011419249592169658,0.04730831973898858,0.9412724306688418,0.0,0.9804241435562806,0.0,0.01631321370309951,0.0032626427406199023,0.0,1.0,0.9902120717781403,0.0,0.0016313213703099511,0.0,0.004893964110929853,0.0032626427406199023
201601,Luc Mbah a Moute,Forward,43,23.336046511627906,3.0930232558139537,6.069767441860465,0.023255813953488372,0.09302325581395349,1.5348837209302326,2.395348837209302,1.7906976744186047,3.488372093023256,0.6744186046511628,0.5116279069767442,0.9302325581395349,0.9069767441860465,2.1627906976744184,7.744186046511628,1.069767441860465,100.47906976744187,101.16046511627904,0.03909302325581396,0.38372093023255816,7.090697674418604,0.08148837209302327,0.15711627906976744,0.0,10.509302325581395,0.49974418604651133,0.5317441860465116,0.15827906976744185,96.6139534883721,0.07234883720930231,0,0,0,0,0.4080664294187426,0.5919335705812574,0.0,0.0,0.0011862396204033216,0.004744958481613286,0.021352313167259787,0.0,0.0035587188612099642,0.0,0.014234875444839857,0.0011862396204033216,0.05693950177935943,0.002372479240806643,0.0,0.0,0.0,0.0,0.0,0.0011862396204033216,0.022538552787663108,0.004744958481613286,0.0,0.575326215895611,0.010676156583629894,0.0,0.0,0.0035587188612099642,0.0,0.004744958481613286,0.0,0.20759193357058126,0.0,0.002372479240806643,0.0,0.0011862396204033216,0.0011862396204033216,0.00830367734282325,0.0035587188612099642,0.0,0.005931198102016607,0.0,0.0,0.0,0.011862396204033215,0.0,0.0,0.0011862396204033216,0.004744958481613286,0.0,0.0,0.0,0.004744958481613286,0.0,0.0,0.0,0.0,0.005931198102016607,0.0,0.0071174377224199285,0.002372479240806643,0.0,0.0011862396204033216,0.0,0.0,0.002372479240806643,0.04033214709371293,0.199288256227758,0.04389086595492289,0.0011862396204033216,0.25504151838671413,0.054567022538552785,0.40569395017793597,0.0011862396204033216,0.4543297746144721,0.2835112692763938,0.03914590747330961,0.22182680901542112,0.2846975088967972,0.7153024911032029,0.5741399762752076,0.0011862396204033216,0.14590747330960854,0.09489916963226572,0.099644128113879,0.08422301304863583
201609,Goran Dragic,Guard,66,26.525757575757584,4.196969696969697,9.090909090909092,1.0303030303030303,3.0606060606060606,2.3181818181818183,2.878787878787879,0.803030303030303,1.7424242424242424,5.318181818181818,0.15151515151515152,1.2878787878787878,2.378787878787879,2.515151515151515,11.742424242424242,1.0,102.24090909090908,102.58484848484851,0.2934999999999999,2.027727272727273,26.872727272727275,0.033075757575757564,0.0844848484848485,0.0,13.790909090909095,0.486090909090909,0.5307272727272728,0.22177272727272726,93.3721212121212,0.0930909090909091,0,0,0,0,0.4894291754756871,0.5105708245243129,0.0,0.0,0.0005285412262156448,0.003171247357293869,0.0,0.0010570824524312897,0.002642706131078224,0.0,0.05813953488372093,0.002642706131078224,0.13160676532769555,0.0005285412262156448,0.0,0.008985200845665961,0.0021141649048625794,0.0,0.0,0.0021141649048625794,0.0036997885835095136,0.003171247357293869,0.007928118393234672,0.4249471458773784,0.003171247357293869,0.0010570824524312897,0.0005285412262156448,0.0005285412262156448,0.019027484143763214,0.05179704016913319,0.0,0.1522198731501057,0.0,0.0010570824524312897,0.0005285412262156448,0.0,0.0,0.01744186046511628,0.011627906976744186,0.0,0.0,0.0010570824524312897,0.012684989429175475,0.0,0.01638477801268499,0.0,0.0036997885835095136,0.002642706131078224,0.003171247357293869,0.0,0.0,0.0,0.026427061310782242,0.0,0.0,0.0,0.0,0.0153276955602537,0.0015856236786469344,0.0005285412262156448,0.0005285412262156448,0.0,0.0010570824524312897,0.0,0.0,0.002642706131078224,0.035940803382663845,0.17389006342494714,0.035940803382663845,0.0,0.21775898520084566,0.1416490486257928,0.39482029598308666,0.0010570824524312897,0.4677589852008457,0.24471458773784355,0.17389006342494714,0.11257928118393234,0.24577167019027485,0.7542283298097252,0.5914376321353065,0.0010570824524312897,0.11997885835095137,0.06553911205073996,0.13054968287526428,0.09143763213530655
201611,Henry Walker,Forward,32,19.253125,2.125,5.34375,1.125,3.53125,0.53125,0.625,0.28125,2.21875,1.15625,0.21875,0.59375,1.09375,2.625,5.90625,-0.375,94.265625,99.83437500000001,0.08781250000000002,0.6875,13.4,0.014499999999999999,0.11990625000000003,0.0,13.5375,0.4408750000000001,0.45681250000000007,0.18234375000000003,95.681875,0.042062499999999996,0,0,0,0,0.34523809523809523,0.6547619047619048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05357142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8392857142857143,0.0,0.0,0.0,0.0,0.0,0.017857142857142856,0.0,0.023809523809523808,0.0,0.0,0.0,0.005952380952380952,0.0,0.0,0.017857142857142856,0.005952380952380952,0.0,0.0,0.011904761904761904,0.0,0.0,0.0,0.0,0.005952380952380952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017857142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.625,0.07142857142857142,0.005952380952380952,0.02976190476190476,0.06547619047619048,0.11904761904761904,0.005952380952380952,0.16666666666666666,0.7797619047619048,0.02976190476190476,0.017857142857142856,0.7857142857142857,0.21428571428571427,0.35119047619047616,0.005952380952380952,0.15476190476190477,0.30952380952380953,0.07738095238095238,0.10119047619047619
201623,Semih Erden,Center,28,11.582738095238094,1.3928571428571428,2.642857142857143,0.0,0.0,0.75,1.4642857142857142,0.7142857142857143,1.8571428571428572,0.32142857142857145,0.17857142857142858,0.35714285714285715,0.5714285714285714,2.142857142857143,3.5357142857142856,-2.857142857142857,91.03571428571429,115.28214285714286,0.03878571428571429,0.10714285714285714,6.642857142857143,0.060250000000000005,0.17946428571428572,0.0,14.635714285714286,0.33914285714285713,0.3691071428571428,0.1343214285714286,92.84892857142857,0.011892857142857146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201627,Anthony Morrow,Guard,62,26.351344086021506,4.387096774193548,10.612903225806452,1.7096774193548387,4.612903225806452,1.564516129032258,1.6774193548387097,0.5,1.5483870967741935,0.9838709677419355,0.14516129032258066,0.7419354838709677,1.1290322580645162,1.3870967741935485,12.048387096774194,-1.4838709677419355,100.01290322580647,107.21935483870966,0.06780645161290325,0.4448387096774194,6.883870967741935,0.020903225806451615,0.06933870967741936,0.0,8.19516129032258,0.4563709677419354,0.4957903225806453,0.21453225806451617,93.75516129032259,0.06322580645161288,0,0,0,0,0.4444444444444444,0.5555555555555556,0.0,0.0,0.0021164021164021165,0.005291005291005291,0.0,0.0,0.0,0.0,0.05396825396825397,0.0,0.013756613756613757,0.0,0.0,0.006349206349206349,0.0010582010582010583,0.0,0.0,0.0,0.0021164021164021165,0.0010582010582010583,0.0021164021164021165,0.7597883597883598,0.005291005291005291,0.0010582010582010583,0.0031746031746031746,0.0010582010582010583,0.04126984126984127,0.0010582010582010583,0.0,0.033862433862433865,0.0,0.0,0.0010582010582010583,0.0,0.0,0.004232804232804233,0.005291005291005291,0.0,0.0,0.0,0.0021164021164021165,0.0,0.0031746031746031746,0.0,0.005291005291005291,0.0031746031746031746,0.006349206349206349,0.0,0.0,0.0,0.0010582010582010583,0.0,0.0,0.0,0.0,0.013756613756613757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020105820105820106,0.09312169312169312,0.3439153439153439,0.12380952380952381,0.0,0.21904761904761905,0.13862433862433862,0.08148148148148149,0.0,0.1439153439153439,0.5608465608465608,0.17037037037037037,0.12486772486772486,0.5597883597883598,0.4402116402116402,0.33015873015873015,0.0,0.15661375661375662,0.15132275132275133,0.19682539682539682,0.16507936507936508
2546,Carmelo Anthony,Forward,60,34.685277777777785,8.2,19.083333333333332,1.2,3.6666666666666665,5.416666666666667,6.766666666666667,1.6833333333333333,4.733333333333333,3.5166666666666666,0.4166666666666667,1.1333333333333333,2.6333333333333333,2.95,23.016666666666666,0.8333333333333334,102.8490909090909,98.10727272727274,0.2177090909090909,1.540909090909091,13.987272727272726,0.05267272727272726,0.1578,0.0,9.145454545454545,0.4535272727272727,0.512109090909091,0.31009090909090903,95.73763636363637,0.1504727272727273,0,0,0,0,0.4397954439795444,0.5602045560204556,0.0,0.00046490004649000463,0.0,0.00046490004649000463,0.00604370060437006,0.00046490004649000463,0.0018596001859600185,0.0,0.04788470478847048,0.0,0.06043700604370061,0.0,0.0,0.02510460251046025,0.00046490004649000463,0.0,0.0,0.023245002324500233,0.00046490004649000463,0.008833100883310088,0.0018596001859600185,0.6006508600650861,0.006508600650860065,0.00046490004649000463,0.00046490004649000463,0.0,0.001394700139470014,0.017201301720130173,0.0,0.10553231055323105,0.0,0.001394700139470014,0.0032543003254300326,0.0,0.0,0.0023245002324500234,0.002789400278940028,0.001394700139470014,0.0,0.00046490004649000463,0.00604370060437006,0.0,0.002789400278940028,0.0,0.0,0.001394700139470014,0.006508600650860065,0.0,0.0,0.0009298000929800093,0.001394700139470014,0.0,0.0,0.0,0.0,0.04091120409112041,0.0009298000929800093,0.00697350069735007,0.0009298000929800093,0.0,0.0,0.0041841004184100415,0.0,0.005578800557880056,0.014876801487680148,0.20362622036262204,0.009762900976290097,0.0009298000929800093,0.4616457461645746,0.07484890748489074,0.23430962343096234,0.0009298000929800093,0.27708042770804275,0.22826592282659228,0.2291957229195723,0.26452812645281265,0.2296606229660623,0.7703393770339377,0.35239423523942354,0.0009298000929800093,0.18317061831706183,0.11854951185495119,0.198512319851232,0.14644351464435146
